"feature_id","feature_category","feature_label","implementation","structure_case_id","pdb_id","size_class","structure_status","matrix_status","evidence_ref","reason"
"app.errors","application","Structured errors","IMPLEMENTED","RCSB-3J9M","3J9M","XL","BLOCKED","BLOCKED","DATASET_MANIFEST.json","Canonical ingestion probe exceeded 995 seconds (~16.6 minutes) without producing a validated result; probe was terminated to preserve the bounded campaign environment."
"app.errors","application","Structured errors","IMPLEMENTED","RCSB-4V6F","4V6F","XXL","BLOCKED","BLOCKED","DATASET_MANIFEST.json","Application ingestion hard limit is 26214400 bytes."
"app.errors","application","Structured errors","IMPLEMENTED","RCSB-1AFO","1AFO","M","BLOCKED","BLOCKED","DATASET_MANIFEST.json","mmCIF coordinate models do not have a validated atom correspondence."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","LOCAL-g1c-small-molecule.pdb","","XS","PASS","PASS","FEATURE_INVENTORY.json","Application lifecycle was verified with the canonical small-molecule fixture."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","LOCAL-ring-ligand.pdb","","XS","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","LOCAL-mini-protein.pdb","","XS","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","LOCAL-multistate.pdb","","S","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","LOCAL-typed-nucleic.mmcif","","S/M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","LOCAL-edge-identity.mmcif","","S/M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","LOCAL-g1c-secondary-formal.pdb","","S","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","LOCAL-unit-cell.pdb","","S","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","LOCAL-g1c-malformed.pdb","","S","BLOCKED","BLOCKED","DATASET_MANIFEST.json","Invalid x coordinate value in structure input."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","RCSB-1CRN","1CRN","S","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","RCSB-1UBQ","1UBQ","S/M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","RCSB-4DJW","4DJW","M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","RCSB-1BNA","1BNA","S/M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","RCSB-1TRA","1TRA","S/M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","RCSB-1EH1","1EH1","S/M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","RCSB-1G6V","1G6V","M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","RCSB-1C3W","1C3W","M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","RCSB-1AON","1AON","L","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","RCSB-5LE5","5LE5","L","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","RCSB-3J9M","3J9M","XL","BLOCKED","BLOCKED","DATASET_MANIFEST.json","Canonical ingestion probe exceeded 995 seconds (~16.6 minutes) without producing a validated result; probe was terminated to preserve the bounded campaign environment."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","RCSB-4V6F","4V6F","XXL","BLOCKED","BLOCKED","DATASET_MANIFEST.json","Application ingestion hard limit is 26214400 bytes."
"app.object-lifecycle","application","Object lifecycle","IMPLEMENTED","RCSB-1AFO","1AFO","M","BLOCKED","BLOCKED","DATASET_MANIFEST.json","mmCIF coordinate models do not have a validated atom correspondence."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","LOCAL-g1c-small-molecule.pdb","","XS","PASS","PASS","FEATURE_INVENTORY.json","Application lifecycle was verified with the canonical small-molecule fixture."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","LOCAL-ring-ligand.pdb","","XS","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","LOCAL-mini-protein.pdb","","XS","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","LOCAL-multistate.pdb","","S","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","LOCAL-typed-nucleic.mmcif","","S/M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","LOCAL-edge-identity.mmcif","","S/M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","LOCAL-g1c-secondary-formal.pdb","","S","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","LOCAL-unit-cell.pdb","","S","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","LOCAL-g1c-malformed.pdb","","S","BLOCKED","BLOCKED","DATASET_MANIFEST.json","Invalid x coordinate value in structure input."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","RCSB-1CRN","1CRN","S","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","RCSB-1UBQ","1UBQ","S/M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","RCSB-4DJW","4DJW","M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","RCSB-1BNA","1BNA","S/M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","RCSB-1TRA","1TRA","S/M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","RCSB-1EH1","1EH1","S/M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","RCSB-1G6V","1G6V","M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","RCSB-1C3W","1C3W","M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","RCSB-1AON","1AON","L","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","RCSB-5LE5","5LE5","L","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature is structure-independent or was not targeted for a case-specific assertion in this campaign."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","RCSB-3J9M","3J9M","XL","BLOCKED","BLOCKED","DATASET_MANIFEST.json","Canonical ingestion probe exceeded 995 seconds (~16.6 minutes) without producing a validated result; probe was terminated to preserve the bounded campaign environment."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","RCSB-4V6F","4V6F","XXL","BLOCKED","BLOCKED","DATASET_MANIFEST.json","Application ingestion hard limit is 26214400 bytes."
"app.multi-object","application","Multi-object workspace","IMPLEMENTED","RCSB-1AFO","1AFO","M","BLOCKED","BLOCKED","DATASET_MANIFEST.json","mmCIF coordinate models do not have a validated atom correspondence."
"representation.line","representations","Line","IMPLEMENTED","LOCAL-g1c-small-molecule.pdb","","XS","PASS","PASS","VISUAL_EVIDENCE_MANIFEST.json","Canonical real-app or prior acceptance visual evidence covers this feature family on this representative structure."
"representation.line","representations","Line","IMPLEMENTED","LOCAL-ring-ligand.pdb","","XS","PASS","PASS","VISUAL_EVIDENCE_MANIFEST.json","Canonical real-app or prior acceptance visual evidence covers this feature family on this representative structure."
"representation.line","representations","Line","IMPLEMENTED","LOCAL-mini-protein.pdb","","XS","PASS","PASS","VISUAL_EVIDENCE_MANIFEST.json","Canonical real-app or prior acceptance visual evidence covers this feature family on this representative structure."
"representation.line","representations","Line","IMPLEMENTED","LOCAL-multistate.pdb","","S","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature family is covered by canonical visual evidence; this structure was not a direct visual capture target."
"representation.line","representations","Line","IMPLEMENTED","LOCAL-typed-nucleic.mmcif","","S/M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature family is covered by canonical visual evidence; this structure was not a direct visual capture target."
"representation.line","representations","Line","IMPLEMENTED","LOCAL-edge-identity.mmcif","","S/M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature family is covered by canonical visual evidence; this structure was not a direct visual capture target."
"representation.line","representations","Line","IMPLEMENTED","LOCAL-g1c-secondary-formal.pdb","","S","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature family is covered by canonical visual evidence; this structure was not a direct visual capture target."
"representation.line","representations","Line","IMPLEMENTED","LOCAL-unit-cell.pdb","","S","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature family is covered by canonical visual evidence; this structure was not a direct visual capture target."
"representation.line","representations","Line","IMPLEMENTED","LOCAL-g1c-malformed.pdb","","S","BLOCKED","BLOCKED","DATASET_MANIFEST.json","Invalid x coordinate value in structure input."
"representation.line","representations","Line","IMPLEMENTED","RCSB-1CRN","1CRN","S","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature family is covered by canonical visual evidence; this structure was not a direct visual capture target."
"representation.line","representations","Line","IMPLEMENTED","RCSB-1UBQ","1UBQ","S/M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature family is covered by canonical visual evidence; this structure was not a direct visual capture target."
"representation.line","representations","Line","IMPLEMENTED","RCSB-4DJW","4DJW","M","PASS","PASS","VISUAL_EVIDENCE_MANIFEST.json","Canonical real-app or prior acceptance visual evidence covers this feature family on this representative structure."
"representation.line","representations","Line","IMPLEMENTED","RCSB-1BNA","1BNA","S/M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature family is covered by canonical visual evidence; this structure was not a direct visual capture target."
"representation.line","representations","Line","IMPLEMENTED","RCSB-1TRA","1TRA","S/M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature family is covered by canonical visual evidence; this structure was not a direct visual capture target."
"representation.line","representations","Line","IMPLEMENTED","RCSB-1EH1","1EH1","S/M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature family is covered by canonical visual evidence; this structure was not a direct visual capture target."
"representation.line","representations","Line","IMPLEMENTED","RCSB-1G6V","1G6V","M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature family is covered by canonical visual evidence; this structure was not a direct visual capture target."
"representation.line","representations","Line","IMPLEMENTED","RCSB-1C3W","1C3W","M","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature family is covered by canonical visual evidence; this structure was not a direct visual capture target."
"representation.line","representations","Line","IMPLEMENTED","RCSB-1AON","1AON","L","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature family is covered by canonical visual evidence; this structure was not a direct visual capture target."
"representation.line","representations","Line","IMPLEMENTED","RCSB-5LE5","5LE5","L","PASS","NOT_APPLICABLE","FEATURE_INVENTORY.json","Feature family is covered by canonical visual evidence; this structure was not a direct visual capture target."
"representation.line","representations","Line","IMPLEMENTED","RCSB-3J9M","3J9M","XL","BLOCKED","BLOCKED","DATASET_MANIFEST.json","Canonical ingestion probe exceeded 995 seconds (~16.6 minutes) without producing a validated result; probe was terminated to preserve the bounded campaign environment."
"representation.line","representations","Line","IMPLEMENTED","RCSB-4V6F","4V6F","XXL","BLOCKED","BLOCKED","DATASET_MANIFEST.json","Application ingestion hard limit is 26214400 bytes."
